21992083,"Walk everywhere, See everything!
2BR Midtown West",95010593,Julien,Manhattan,Hell's Kitchen,40.75289,-73.99403,Private room,300,1,104,2019-07-05,5.59,1,19
22404730,"Modern & Cozy 2Bedroom apt.
15min to Times Square.",1417159,James,Manhattan,Harlem,40.8227,-73.94014,Private room,159,4,42,2019-06-15,2.46,1,242
22481840,"MODERN & SPACIOUS PAD!
5MINS TO L/J,M/A,C TRAINS",162572530,Carmen,Brooklyn,Bushwick,40.68328,-73.90783,Entire home/apt,28,2,13,2018-06-11,0.72,1,0
