PropID,Boro,Community Board,Council District,Garden Name,Address,Size,Jurisdiction,NeighborhoodName,Cross Streets,Latitude,Longitude,Postcode,Census Tract,BIN,BBL,NTA,gardenKey
M299,M,M11,8.0,Pleasant Village Community Garden,342-353 Pleasant Avenue. /502 E. 119th Street,0.38,DPR/HPD,East Harlem,Active,,,,,,,,42500426
B531,B,B03,,Plenty: Food For All,Hunterfly Place and Atlantic Avenue,0.062,DPR,,Active,,,,,,,,42500427
B504,B,B18,42.0,Ponderosa Garden,664 East 105th Street,0.092,DPR,,Active,40.649609000000005,-73.897009,11236.0,974.0,3229489.0,3081730066.0,Canarsie,42500428
,B,B02,33.0,Poplar Street Community Garden,Poplar Street,0.027999999999999997,DOT,Brooklyn Heights,At Hicks St,,,,,,,,42500429
B509,B,B05,37.0,Poppa & Momma Jones Historical Garden,337 Van Siclen Avenue,0.138,DPR,East New York,Active,40.671728,-73.890057,11207.0,1152.0,,,East New York,42500430
B486,B,B16,42.0,Powell Street Block Association - Powell St,633 Powell Street,0.019,DPR,Brownsville,Active,40.658459,-73.901057,11212.0,920.0,3000000.0,3038580001.0,Brownsville,42500431
B516,B,B16,42.0,Powell Street Garden-Livonia,Powell Street,0.45899999999999996,DPR,Brownsville,Active,,,,,,,,42500432
B426,B,B01,34.0,Powers Street Garden,276-278 Powers Street,0.115,DPR,,Active,40.712955,-73.93972099999999,11211.0,481.0,3000000.0,3029220020.0,East Williamsburg,42500433
B487,B,B16,41.0,Preston Community Garden,1711 Park Place,0.58,DPR,Brownsville,Active,40.671827,-73.920811,11233.0,363.0,3000000.0,3014620057.0,Ocean Hill,42500434
Q475,Q,Q06,29.0,Project Eden,Kessel Street,0.10800000000000001,DPR,Forest Hills,Active,,,,,,,,42500435
B423,B,B01,,Project Roots Garden,94 - 110 Walton St.,0.172,DPR,,,40.702631,-73.948631,11206.0,507.0,3061348.0,3022500014.0,Bedford,42500436
B506,B,B05,42.0,Prophecy Garden Church of God of Prophecy,43-69 Malta Street,0.505,DPR/HPD,East New York,Active,40.659475,-73.89560300000001,11207.0,1130.0,3397031.0,3042950065.0,East New York (Pennsylvania Ave),42500437
B524,B,B08,35.0,Prospect Heights Community Farm,252-256 St. Marks Avenue,0.193,TPL,Prospect Heights,Active,40.678319,-73.967513,11238.0,205.0,3000000.0,3011520020.0,Prospect Heights,42500438
M384,M,M11,9.0,Pueblo Unido,1659 Madison Avenue,0.054000000000000006,DPR,East Harlem,Active,40.796473999999996,-73.9474,10029.0,17402.0,1000000.0,1016160053.0,East Harlem South,42500439
X317,X,X03,17.0,Rainbow Block Association.,379 East 159th Street,0.174,DPR,Melrose,Active,40.823085999999996,-73.914947,10451.0,141.0,2000000.0,2024060029.0,Morrisania-Melrose,42500440
,B,B08,41.0,Ralph-Lincoln Service Center,1652-1654 St. John's Place,0.163,TPL,Brownsville,,40.670152,-73.923242,11233.0,359.0,3389921.0,3013870039.0,Crown Heights North,42500441
X325,X,X09,15.0,Randall Community Garden (Taylor Soundview Block Association),Randall Avenue,0.23199999999999998,DPR,,Active,,,,,,,,42500442
B488,B,B03,36.0,Red Gate Garden,604 Marcy Avenue,0.086,DPR,Bed-Stuy,Active,40.693796,-73.94890500000001,11206.0,253.0,3000000.0,3017660043.0,Bedford,42500443
B126B,B,B07,,Red Hook Farm/Added Value,558 Columbia Street,,DPR,Red Hook,Active,40.672562,-74.00869200000001,11231.0,53.0,3000000.0,3006070001.0,Carroll Gardens-Columbia Street-Red Hook,42500444
B489,B,B01,34.0,Red Shed Garden (GREC),Humbolt Street,0.12300000000000001,DPR,,Active,,,,,,,,42500445
M352,M,M03,2.0,Relaxation Garden (Suen Dragon Garden),209 Avenue B,0.063,DPR,East Village,Active,40.728590000000004,-73.978637,10009.0,28.0,1000000.0,1003950008.0,Lower East Side,42500446
M316,M,M10,9.0,Rev. Linnette C. Williamson Memorial Park,65-67 W. 128th Street,0.057,PRI,West Harlem,Active,40.809144,-73.942758,10027.0,208.0,1089069.0,1017260011.0,Central Harlem North-Polo Grounds,42500447
M071B,M,M12,7.0,RING Garden - Riverside Inwood Neighborhood Garden,1835 Riverside Drive,0.115,DPR,Inwood,Active,,,,,,,,42500448
X335,X,X07,15.0,Risse Street Community Garden (Triangle Park),2 East Mosholu Parkway,0.6940000000000001,DPR,,Active,,,,,,,,42500449
X245,X,X06,,River Garden,1086 East 180th Street,0.44,DPR,West Farms,Active,40.842203999999995,-73.876529,10460.0,220.0,2000000.0,2040030001.0,East Tremont,42500450
M072,M,M09,0.0,Riverside Valley Community Garden,Riverside Park/138th Street,0.115,DPR,Hamilton Heights,Active,,,,,,,,42500451
,X,X04,16.0,Roberto Clemente Community Garden,1272-1280 Shakespeare Avenue,0.254,TPL,Highbridge,Shakespeare Avenue & W 169th St,40.839017,-73.922729,10452.0,211.0,2000000.0,2025060087.0,Highbridge,42500452
M375,M,M11,8.0,Rodale Pleasant Park Community Garden,437-39 East 114th Street/448-450 East 115th Street,0.225,NYRP/DPR,East Harlem,Active,,,,,,,,42500453
,B,B14,40.0,Rogers/Tilden/Veronica Place Block Association,2601-2603 Tilden Avenue.,0.158,TPL,,,40.646757,-73.952588,11226.0,794.0,3000000.0,3051280070.0,Erasmus,42500454
M370,M,M03,2.0,Sam & Sadie Koenig Garden,237 E. 7th Street,0.04,DPR,East Village,Active,40.723877,-73.97835,10009.0,2602.0,1000000.0,1003770069.0,Lower East Side,42500455
B490,B,B13,47.0,Santos White Garden,2110 Mermaid Avenue,0.141,DPR,Coney Island,Active,40.576242,-73.988189,11224.0,326.0,3000000.0,3070580009.0,Seagate-Coney Island,42500456
X332,X,X02,17.0,Schomburg Satellite Academy H.S.,869 E 164th Street,0.032,DPR,Morrisania,Active,40.82331,-73.899259,10459.0,12901.0,2005219.0,2026900137.0,Longwood,42500457
,Q,Q14,31.0,Seagirt Community Garden,3003 Seagirt Boulevard.,0.138,NYRP,Far Rockaway,B30th & B31st,40.595964,-73.763133,11691.0,992.0,4000000.0,4158060004.0,Hammels-Arverne-Edgemere,42500458
B530,B,B03,,Seasons of Vision,9-11 Rochester Avenue,0.083,DPR,,Active,40.678834,-73.927378,11233.0,299.0,3000000.0,3017030002.0,Crown Heights North,42500459
M332,M,M03,1.0,Secret Garden,293-297 East 4th Street,0.05,DPR,East Village,Active,40.722464,-73.98056899999999,10009.0,2601.0,1000000.0,1003870040.0,Lower East Side,42500460
,B,B13,47.0,Senior Citizens Block Association of Mermaid Avenue,2917-2923 West 20th Street,,HPD,Coney Island,Mermaid & Surf Avenues,40.575996999999994,-73.986807,11224.0,326.0,3000000.0,3070600047.0,Seagate-Coney Island,42500461
,M,M09,7.0,Serenity Gardens,522 West 146th Street,0.091,TPL,Hamilton Heights,,40.826254,-73.947965,10031.0,229.0,1000000.0,1020770043.0,Hamilton Heights,42500462
,B,B05,42.0,Sheffield South Block Association,673 Sheffield Avenue,0.087,TPL,East New York,,40.660557,-73.893175,11207.0,1128.0,3000000.0,3042980065.0,East New York (Pennsylvania Ave),42500463
,X,X04,16.0,Sheridan Manor Community Garden,1340 Sheridan Avenue,0.195,DOE,,,40.837275,-73.913574,10456.0,17902.0,2094533.0,2028300017.0,East Concourse-Concourse Village,42500464
,X,X04,16.0,Sherman Avenue Community Garden,953-955 Sherman Avenue,0.11,TPL,,164th & 165th Streets,40.828252,-73.91911,10456.0,18302.0,,,East Concourse-Concourse Village,42500465
B491,B,B05,37.0,Shield of Faith,79-85 Montauk Street,0.172,DPR,East New York,Active,,,,,,,,42500466
B502,B,B03,36.0,Shiloh Garden Inc.,323-325 Monroe Street,0.07400000000000001,DPR,,Active,40.686076,-73.94538100000001,11216.0,265.0,3000000.0,3018140045.0,Bedford,42500467
B476,B,B16,41.0,Shma Yisrael,2084-90 Pacific Street,0.145,DPR,Bed-Stuy,Active,40.675795,-73.915903,11233.0,303.0,3000000.0,3014400012.0,Ocean Hill,42500468
,B,B08,41.0,Society for Preservation of Weeksville,1688-1696 Bergen Street,0.35100000000000003,DCA,,Troy & Utica Avenue,40.674828999999995,-73.926867,11213.0,307.0,3389901.0,3013560120.0,Crown Heights North,42500469
,X,X01,17.0,South Bronx High School - Unity Garden,701 St. Ann's Avenue,0.023,DOE,Melrose,Westchester Avenue & 156th St,40.81825,-73.91103000000001,10455.0,71.0,2001153.0,2023590240.0,Melrose South-Mott Haven North,42500470
B519,B,B03,34.0,Spencer Street Community Garden,230A Spencer Street,0.043,DPR,Bed-Stuy,Active,40.691602,-73.954593,11205.0,241.0,3000000.0,3017620067.0,Bedford,42500471
X345,X,X01,,St. Anns Block Garden Association,666-68 St. Ann's Avenue,0.028999999999999998,DPR,,Active,40.817078,-73.91149399999999,10455.0,75.0,,,Melrose South-Mott Haven North,42500472
B492,B,B05,37.0,St. John Cantius Parish,476-484 New Jersey Avenue,0.183,DPR,East New York,Active,40.667535,-73.893737,11207.0,1156.0,3000000.0,3037890035.0,East New York (Pennsylvania Ave),42500473
,B,B08,41.0,St. Johns Place Renaissance Garden,1642 St. John's Place,0.08900000000000001,TPL,Brownsville,Ralph & Buffalo Avenue,40.670169,-73.92352,11233.0,359.0,3000000.0,3013870034.0,Crown Heights North,42500474
,B,B08,35.0,St. Marks Avenue/ Prospect Heights Community Garden,207 St. Marks Avenue,0.075,TPL,Prospect Heights,Vanderbilt & Carlton Avenues,40.678709999999995,-73.96929,11238.0,163.0,3000000.0,3011440063.0,Prospect Heights,42500475
B501,B,B16,41.0,St. Marks Block Association,"455,457-63 Ralph Avenue",0.196,DPR,Brownsville,Active,,,,,,,,42500476
B503,B,B03,36.0,Stars of Hope Community Garden,213 Madison Street,0.033,DPR,,Active,40.684681,-73.95099599999999,11216.0,245.0,3000000.0,3018170057.0,Bedford,42500477
B505,B,B16,41.0,Sterling Community Group,"1701,1713,1715 Sterling Place",0.11599999999999999,DPR,Brownsville,Active,,,,,,,,42500478
B383,B,B05,,Success Garden,461 Williams Avenue,0.9179999999999999,DPR,,,40.664659,-73.897865,11207.0,1130.0,3000000.0,3038020001.0,East New York (Pennsylvania Ave),42500479
,M,M03,2.0,Suffolk Street Community Garden,174 Suffolk Street,0.053,NYRP,Lower East Side,Houston & Stanton,40.720933,-73.98508299999999,10002.0,3001.0,1000000.0,1003500005.0,Chinatown,42500480
M319,M,M09,0.0,Sugar Hill Park,339-341 Edgecombe Avenue.,0.069,DPR,,Active,40.826462,-73.941811,10031.0,231.0,1000000.0,1020530099.0,Hamilton Heights,42500481
B411,B,B06,39.0,Summit Street Community Garden,281-283 Columbia Street,0.10300000000000001,DPR,Red Hook,Active,40.682578,-74.003869,11231.0,51.0,3000000.0,3003530002.0,Carroll Gardens-Columbia Street-Red Hook,42500482
B525,B,B03,41.0,Sumpter Community Garden,182 Sumpter Street,0.057,DPR,,Active,40.680246000000004,-73.917693,11233.0,379.0,3000000.0,3015250028.0,Stuyvesant Heights,42500483
B427,B,B01,34.0,Sunshine Community Garden,99-100 McKibben Street,0.115,DPR,Williamsburg,Active,40.70508,-73.944013,11206.0,505.0,3000000.0,3030790038.0,East Williamsburg,42500484
,B,B13,47.0,Surf Side Garden,2829 Surf Avenue,,HPD,Coney Island,At W. 29th Street,40.572905,-73.994741,11224.0,342.0,3000000.0,3070520056.0,Seagate-Coney Island,42500485
X296,X,X04,16.0,Taqwa Community Farm,90 W 164th Street,0.49,DPR,Highbridge,Active,40.832559,-73.92830500000001,10452.0,189.0,2000000.0,2025110090.0,Highbridge,42500486
,X,X04,16.0,Target (Bronx) Community Garden (Anderson Avenue Community Garden),1001 Anderson Avenue,0.253,NYRP,Highbridge,W 164th & W 165th Streets,40.832284,-73.927189,10452.0,189.0,2003145.0,2025080043.0,Highbridge,42500487
,B,B03,36.0,Target (Brooklyn) Community Garden (Bedford Avenue Block Association Garden),931-933 Bedford Avenue,0.092,NYRP,Bed-Stuy,DeKalb & Willoughby Avenue,40.692060999999995,-73.95563100000001,11205.0,241.0,3414278.0,3017620019.0,Bedford,42500488
,M,M11,8.0,Target East Harlem Community Garden,415-421 East 117th Street,0.163,DPR,East Harlem,1st Avenue & E 117th St,40.79645,-73.934347,10035.0,178.0,1000000.0,1017110008.0,East Harlem North,42500489
,M,M11,8.0,Target East Harlem Community Garden (St. Mark's Monastery 2),429-433 East 117th Street,0.142,NYRP,East Harlem,1st & Pleasant Avenues,40.796357,-73.934119,10035.0,178.0,1000000.0,1017110013.0,East Harlem North,42500490
B445,B,B01,34.0,Ten Eyck Houses HDFC,15-17 Ten Eyck Street,0.114,DPR,East Williamsburg,Active,40.709598,-73.95007199999999,11206.0,513.0,3000000.0,3027910046.0,North Side-South Side,42500491
,B,B05,42.0,Thomas Jefferson High School,642-648 Blake Avenue,0.036000000000000004,DOE,East New York,Pennsylvania Avenueune,40.667777,-73.89516400000001,11207.0,1156.0,3000000.0,3037880031.0,East New York (Pennsylvania Ave),42500492
B416,B,B05,37.0,TLC Sculpture Park,271 Glenmore Avenue,0.172,DPR,East New York,Active,40.672509000000005,-73.90063599999999,11207.0,1144.0,3000000.0,3036990038.0,East New York (Pennsylvania Ave),42500493
X331,X,X05,14.0,Townsend Garden (Mt. Hope Housing Co.),1735 Walton Avenue,0.15,DPR,Mt. Eden,Active,40.846592,-73.910938,10453.0,22701.0,2000000.0,2028490068.0,Mount Hope,42500494
,M,M03,2.0,Toyota Childrens Learning Garden (Coradan Evaeden),603 East 11th Street,0.037000000000000005,NYRP,East Village,Avenues B & C,40.727311,-73.979074,10009.0,28.0,1000000.0,1003940067.0,Lower East Side,42500495
,B,B03,,Tranquility Farm,267 Throop Ave.,,HPD,,,40.694666,-73.943253,11206.0,283.0,3000000.0,3017610074.0,Stuyvesant Heights,42500496
,X,X06,15.0,Tremont Community Garden,S/W/C E. 178th St. & LaFontaine Avenue.,0.057,TPL,,E. 178th & LaFontaine Avenue,,,,,,,,42500497
B496,B,B05,0.0,"Triple R/Relaxation, Reflection, Revenue (Victoria Garden)",613 Hendrix Street,,DPR,East New York,Active,40.666544,-73.887795,11207.0,1124.0,3000000.0,3040750107.0,East New York,42500498
Q477A,Q,Q01,0.0,Two Coves Garden,30th Avenue & Main Avenue & Astoria Boulevard,0.77,DPR,,Active,,,,,,,,42500499
B515,B,B05,,United Community Centers Site I,285 - 303 New Lots Avenue,0.546,DPR,,,40.660713,-73.895655,11207.0,1130.0,3085844.0,3038540013.0,East New York (Pennsylvania Ave),42500500
,B,B03,36.0,United Herkimer Garden Club,97 Herkimer Street,0.055,TPL,,Nostrand & Bedford Avenue,40.679691,-73.950448,11216.0,247.0,3000000.0,3018600062.0,Crown Heights North,42500501
M298,M,M10,21.0,Unity Garden,53-55 West 128th Street,0.129,DPR,West Harlem,Active,40.809031,-73.942488,10027.0,208.0,1000000.0,1017260014.0,Central Harlem North-Polo Grounds,42500502
,B,B13,47.0,Unity Tower Tenant Association,1917-23 Surf Avenue,0.21,HPD,Coney Island,W 20th St,40.575064000000005,-73.985961,11224.0,326.0,3000000.0,3070600032.0,Seagate-Coney Island,42500503
B493,B,B05,37.0,Upon This Rock Community Garden,2556 Pitkin Avenue.,0.081,DPR,East New York,Active,40.674543,-73.877838,11208.0,1194.0,,,East New York,42500504
M343,M,M03,0.0,Vamos Sembrar: For the Beloved and Otherwise Forgotten,198 Avenue B,0.023,DPR,,Active,40.728258000000004,-73.97890100000001,10009.0,34.0,1000000.0,1004060038.0,East Village,42500505
,B,B03,,Van Buren Street Garden,49 Van Buren Street,,HPD,,,40.690036,-73.943557,11221.0,263.0,3000000.0,3017910063.0,Bedford,42500506
B495,B,B03,34.0,Vernon (Throop Avenue Block Assoc.),253 Throop Avenue,0.039,DPR,Bed-Stuy,Active,40.695178999999996,-73.943354,11206.0,283.0,3000000.0,3017610004.0,Stuyvesant Heights,42500507
B508,B,B03,36.0,Vernon New Harvest,42-48 Vernon Avenue,0.165,DPR,Bed-Stuy,Active,40.694461,-73.95053399999999,11206.0,253.0,3000000.0,3017580031.0,Bedford,42500508
B494,B,B03,34.0,Vernon T&T Block Assoc.,200 Vernon Ave.,0.046,DPR,Bed-Stuy,Active,40.695196,-73.944122,11206.0,25901.0,3048852.0,3017600039.0,Bedford,42500509
B523,B,B13,47.0,Victory Garden,Shell Road,0.174,DPR/DEP,Coney Island,Active,,,,,,,,42500510
X010C,X,X03,20.0,Victory Garden - Crotona Park,Fulton Avenue / 171 St / Crotona Park South,0.46299999999999997,DPR,,Active,,,,,,,,42500511
B518,B,B03,,Victory Gardens Group,953 Gates Avenue,0.152,DPR,,,40.688836,-73.92789,11221.0,387.0,3000000.0,3016320046.0,Stuyvesant Heights,42500512
,M,M11,9.0,Villa Santurce Jardinera - 112th Street,74 E. 112th Street,0.045,HPD,East Harlem,Park & Madison Avenues,40.796895,-73.945424,10029.0,17402.0,1000000.0,1016170038.0,East Harlem South,42500513
,M,M11,9.0,Villa Santurce Jardineras - Park Avenue,Park Avenue,0.09,HPD,East Harlem,111th & 112th Streets,,,,,,,,42500514
X347,X,X01,17.0,Vogue Community Garden,431 E. 156th Street,0.047,DPR,Melrose,Active,40.820531,-73.914448,10455.0,69.0,,,Melrose South-Mott Haven North,42500515
B456,B,B08,35.0,Walt L. Shamal Community Garden,1093-1095 Dean Street,0.149,DPR,Crown Heights,Active,40.677263,-73.953835,11216.0,221.0,3029967.0,3012050049.0,Crown Heights North,42500516
,X,X07,11.0,Walton High School,2780 Reservoir Avenue,0.046,DOE,Kingsbridge Heights,Strong & 196th Street,40.870293,-73.898309,10468.0,409.0,2015241.0,2032470070.0,Van Cortlandt Village,42500517
X272A,X,X01,8.0,Wanaqua Garden,460-464 E. 136th Street,0.228,DPR,,Active,40.807068,-73.92209799999999,10454.0,25.0,2000000.0,2022800036.0,Mott Haven-Port Morris,42500518
,B,B06,38.0,Warren-St.Marks Community Garden,623 Warren Street,0.057,TPL,Park Slope,b/w 4th & 5th avenue,40.680820000000004,-73.97940200000001,11217.0,12901.0,3000000.0,3009340066.0,Park Slope-Gowanus,42500519
X088A,X,X09,18.0,Waterfront Community Garden,2008 Gildersleeve Avenue,0.27,DPR,Soundview,Active,40.809962,-73.85070999999999,10473.0,4.0,2000000.0,2034480033.0,Soundview-Castle Hill-Clason Point-Harding Park,42500520
B538,B,B03,36.0,Welcome Home Garden,681 Halsey Street,0.059000000000000004,DPR,Bed-Stuy,Developed,40.684676,-73.924963,11233.0,383.0,3000000.0,3016630082.0,Stuyvesant Heights,42500521
M306,M,M07,8.0,West 104th Street Garden,6-10 W. 104th Street/ 14-18 W. 104th Street,0.38,DPR,Upper West Side,Active,,,,,,,,42500522
M368,M,M09,9.0,West 111th Street People's Garden,1036-53 Amsterdam Avenue,0.109,DPR,Upper West Side,Active,40.803674,-73.96336600000001,10025.0,199.0,1000000.0,1018830028.0,Morningside Heights,42500523
M362,M,M10,9.0,West 124th Street Community Garden,West 124th Street and 5th Avenue,0.046,DPR,,Active,,,,,,,,42500524
M380,M,M10,,West 131st Street Community Garden,34 West 131st Street,,DPR,Harlem,Active,40.81071,-73.940702,10037.0,208.0,1000000.0,1017280054.0,Central Harlem North-Polo Grounds,42500525
M296,M,M10,9.0,West 132nd Street Garden,108-114 W. 132nd Street,0.171,DPR,Central Harlem,Active,40.812453999999995,-73.942882,10027.0,226.0,1000000.0,1019160039.0,Central Harlem North-Polo Grounds,42500526
,M,M12,7.0,West 181st Street Beautification Project,814 West 181st Street,0.046,DOT,Washington Heights,Pinehurst/181st,40.851073,-73.93889399999999,10033.0,265.0,1064299.0,1021770105.0,Washington Heights South,42500527
M307,M,M07,6.0,West 87th Street Park & Garden,55-57 West 87th Street,0.09,DPR,Upper West Side,Active,40.786617,-73.97035600000001,10024.0,173.0,1000000.0,1012010006.0,Upper West Side,42500528
,B,B08,36.0,Westbrook Memorial Garden,1233 Pacific Street,0.11800000000000001,TPL,Crown Heights,Bedford & Nostrand Avenues,40.677792,-73.95186600000001,11216.0,315.0,3000000.0,3012000070.0,Crown Heights North,42500529
,R,R01,49.0,Westervelt Community & Family Garden,143 Westervelt Avenue,0.011000000000000001,NYRP,,At Curtis Pl near Hamilton Avenue,40.644391999999996,-74.084861,10301.0,7.0,5000000.0,5000310003.0,West New Brighton-New Brighton-St. George,42500530
M322,M,M09,7.0,William A. Harris Garden,NWC of 153rd St & St. Nicholas,,DPR,,Active,,,,,,,,42500531
M328,M,M10,9.0,William B. Washington Memorial Garden,321-325 West 126th Street,0.09,DPR,,Active,40.811116,-73.9513,10027.0,215.0,1000000.0,1019530023.0,Central Harlem North-Polo Grounds,42500532
,B,B05,37.0,Williams Avenue Community Garden (formerly Shaw Block Association),88 Williams Avenuenue,0.126,NYRP,,Liberty & Atlantic,,,,,,,,42500533
X164A,X,X02,,Wishing Well Garden,886 Reverend James A. Polite,0.35100000000000003,DPR,,Active,,,,,,,,42500534
,B,BK4,34.0,Woodbine St. Block Assoc.,146 Woodbine Street,0.057,TPL,,,40.692534,-73.916722,11221.0,415.0,3000000.0,3033590028.0,Bushwick South,42500535
X333,X,X04,16.0,Woodycrest Community Garden,949 Woodycrest Avenue,0.012,DPR,Highbridge,Active,40.83116,-73.929149,10452.0,189.0,2000000.0,2025110030.0,Highbridge,42500536
