PropID,Boro,Community Board,Council District,Garden Name,Address,Size,Jurisdiction,NeighborhoodName,Cross Streets,Latitude,Longitude,Postcode,Census Tract,BIN,BBL,NTA,gardenKey
B458,B,B09,35.0,Eastern Parkway Coalition,"Eastern Pkwy.,W/O Franklin",0.44,DPR,Crown Heights,Active,,,,,,,,42500134
M319B,M,M09,0.0,Edgecomb Avenue Garden Park Sanctuary,339-341 Edgecomb Avenue,0.11199999999999999,DPR,,Active,40.826462,-73.941811,10031.0,231.0,1000000.0,1020530099.0,Hamilton Heights,42500135
X341,X,X03,17.0,Edith Community Garden (830 Elton Tnts. Assoc.),836 Elton Avenue,0.11599999999999999,DPR,Melrose,Active,40.8227,-73.912729,10451.0,141.0,,,Morrisania-Melrose,42500136
M316,M,M10,21.0,Edward P. Bowman Park,52 W 129th Street,0.046,DPR,West Harlem,Active,40.809753,-73.94230999999999,10027.0,208.0,1000000.0,1017260064.0,Central Harlem North-Polo Grounds,42500137
X313,X,X01,17.0,El Batey Borincano,811-815 Eagle Avenue,0.17,DPR,Melrose,Active,40.820572999999996,-73.909101,10456.0,75.0,2117523.0,2026180039.0,Melrose South-Mott Haven North,42500138
X323,X,X06,15.0,El Batey de Dona Provi,504 East 178th Street,0.13,DPR,,Active,40.847974,-73.896315,10457.0,395.0,,,Claremont-Bathgate,42500139
,M,M11,8.0,El CataÃ±o Garden,169 East 110th Street,0.057,NYRP,East Harlem,3rd & Lexington Avenues,40.794391,-73.9434,10029.0,172.0,1087779.0,1016387501.0,East Harlem South,42500140
X339,X,X01,17.0,El Flamboyan,Tinton Avenue,0.402,DPR,,Active,,,,,,,,42500141
X277,X,X01,17.0,El Girasol,624-638 East 138th Street,0.085,DPR,,Active,40.806094,-73.915774,10454.0,2701.0,2000000.0,2025500031.0,Mott Haven-Port Morris,42500142
X277,X,X01,17.0,El Girasol,624-638 East 138th Street,0.085,HPD,,Active,40.806094,-73.915774,10454.0,2701.0,2000000.0,2025500031.0,Mott Haven-Port Morris,42500143
M268A,M,M03,2.0,El Jardin del Paraiso,706-718 East 5th Street /311-321 East 4th Street,0.73,DPR,East Village,Active,,,,,,,,42500144
B424,B,B01,30.0,El Puente: EspÃ­ritu Tierra Community Garden,203-207 South 2nd Street,0.23,DPR,Williamsburg,Active,40.712385,-73.959633,11211.0,523.0,3393848.0,3024070032.0,North Side-South Side,42500145
M339,M,M03,2.0,El Sol Brillante Jr.,537 East 12th Street,0.059000000000000004,DPR,East Village,Active,40.728694,-73.980372,10009.0,34.0,1000000.0,1004060046.0,East Village,42500146
M340,M,M10,9.0,Elizabeth Langley Memorial Garden,121-123 West 137th Street,0.11,DPR,Central Harlem,Active,40.815768,-73.940759,10030.0,228.0,1000000.0,1020060019.0,Central Harlem North-Polo Grounds,42500147
B460,B,B05,42.0,Elton Street Block Association,585 Elton Street,0.09699999999999999,DPR,East New York,Active,40.668638,-73.882081,11208.0,1164.0,3000000.0,3040660002.0,East New York,42500148
,B,B05,37.0,Essex Street Community Fulton Street Garden (Fulton Street Community Garden),3030 Fulton Street,0.07400000000000001,NYRP,East New York,At Essex Street,40.680440999999995,-73.883066,11208.0,1168.0,3000000.0,3039560051.0,East New York,42500149
B461,B,B05,0.0,Euclid 500 Block Association.,532 Euclid Avenue,0.18100000000000002,DPR,East New York,Active,40.673943,-73.871567,11208.0,1196.0,3095412.0,3042490079.0,East New York,42500150
,B,B05,42.0,Euclid Pine Block Association,,0.071,TPL,East New York,Aldride & Bay Vew,,,,,,,,42500151
B532,B,B03,,F.A.R.R. Block Association,808 Herkimer Street,0.027999999999999997,DPR,,Active,40.678383000000004,-73.926777,11233.0,299.0,3000000.0,3017090022.0,Crown Heights North,42500152
B462,B,B05,42.0,Family Community Garden - Brooklyn,793 Cleveland Street,0.275,DPR,East New York,Active,40.665184,-73.881518,11208.0,1120.0,3097072.0,3043130055.0,East New York,42500153
M330,M,M11,8.0,Family Community Garden - Manhattan,156 East 111th Street,0.04,DPR,East Harlem,Active,40.79527,-73.943572,10029.0,172.0,1000000.0,1016380050.0,East Harlem South,42500154
,M,M11,8.0,Family Garden,431 East 114th Street,0.057,NYRP,East Harlem,1st & Pleasant Avenues,40.794189,-73.935108,10029.0,178.0,1000000.0,1017080017.0,East Harlem North,42500155
X337,X,X01,17.0,Family Group Garden,419 East 158th Street,0.10099999999999999,DPR,Melrose,Active,40.822053000000004,-73.913995,10451.0,69.0,2102760.0,2023800127.0,Melrose South-Mott Haven North,42500156
B463,B,B16,41.0,Fantasy Garden,181 Legion Street,0.23,DPR,Brownsville,Active,40.664208,-73.917132,11212.0,894.0,3000000.0,3035530021.0,Brownsville,42500157
X252B,X,X06,0.0,Farm in the Bronx,East 182nd Street,0.188,DPR,,Active,,,,,,,,42500158
B464,B,B16,41.0,Farmers Garden,1897-1905 Bergen Street,0.154,DPR,,Active,40.674381,-73.91832,11233.0,303.0,3000000.0,3014460163.0,Ocean Hill,42500159
M310,M,M03,2.0,Firemens Memorial Garden Inc.,358-364 E 8th Street,0.17,DPR,East Village,Active,40.724470000000004,-73.97791,10009.0,2602.0,1000000.0,1003770011.0,Lower East Side,42500160
B465,B,B03,36.0,First Quincy Street GreenThumb Garden,397-401 Quincy Street,0.13,DPR,,Active,40.687717,-73.944139,11221.0,265.0,3000000.0,3018050076.0,Bedford,42500161
M358,M,M03,,First Street Garden,48 East 1st Street,0.061,DPR,,Active,40.72384,-73.989772,10003.0,3602.0,1000000.0,1004430053.0,East Village,42500162
B466,B,B05,42.0,First Temple of David,494 Bradford Street,0.062,DPR,East New York,Active,40.666585,-73.890635,11207.0,1126.0,,,East New York (Pennsylvania Ave),42500163
M291,M,M01,1.0,FishBridge Pk. (South-Water-Front Neigh. Assoc.),338-340 Pearl Street,0.1,DPR,Downtown Manhattan,Active,40.709257,-74.00198,10038.0,1501.0,1000000.0,1001060022.0,Battery Park City-Lower Manhattan,42500164
,M,M10,9.0,Five Star Block Association,250-252 West 121st Street,0.083,TPL,Harlem,Adam Clayton Powell & Fredrick Douglas Blvds,40.807004,-73.951621,10027.0,220.0,1000000.0,1019260053.0,Central Harlem South,42500165
B467,B,B05,37.0,Floral Vineyard,2379-2385 Pitkin Avenue,0.107,DPR,East New York,Active,40.673578000000006,-73.884567,11207.0,1150.0,3000000.0,3040000031.0,East New York,42500166
X324,X,X07,15.0,Fordham Bedford Lot-Busters,2592-2597 Bainbridge Avenue,0.044000000000000004,DPR/TPL,,Active,40.863711,-73.892599,10458.0,39901.0,,,Bedford Park-Fordham North,42500167
X324,X,X07,15.0,Fordham Bedford Lot-Busters,2592-2597 Bainbridge Avenue,0.044000000000000004,TPL/DPR,,Active,40.863711,-73.892599,10458.0,39901.0,,,Bedford Park-Fordham North,42500168
M317,M,M09,7.0,Frank White Memorial Garden,506-508 West 143rd Street,0.09,DPR,Hamilton Heights,Active,40.824306,-73.94944100000001,10031.0,229.0,1000000.0,1020740045.0,Hamilton Heights,42500169
X318,X,X03,16.0,Franklin Memorial Garden,1060-1062 Cauldwell Avenue,0.12,DPR,Morrisania,Active,40.826309,-73.905603,10456.0,185.0,,,Morrisania-Melrose,42500170
,M,M07,0.0,Frederick Douglass Academy HS,2599 Adam Clayton Powell Jr Boulevard,0.19699999999999998,DOE,,At W. 147th Street,,,,,,,,42500171
,M,M11,9.0,Friendly Garden,95 East 111th Street,0.076,HPD,East Harlem,At Park Avenue,40.796245,-73.94584300000001,10029.0,17402.0,1000000.0,1016170035.0,East Harlem South,42500172
,M,M09,7.0,Friendship Garden (Lucille McClarey Garden),499 West 150th Street,0.038,NYRP,Hamilton Heights,,40.828638,-73.945842,10031.0,237.0,1000000.0,1020820127.0,Hamilton Heights,42500173
M377,M,M10,,Garden,Fredrick Douglas Blvd. and W. 152ns St,0.046,DPR,,,,,,,,,,42500174
B420,B,B03,41.0,Garden Beautiful,Corner of Broadway & Putnam Ave.,0.19399999999999998,DPR,Bed-Stuy,Active,,,,,,,,42500175
,B,B03,41.0,Garden of Angels,978 Greene Avenue,0.057,TPL,Bed-Stuy,Patchen Avenue & Malcolm X Blvd.,40.690965999999996,-73.928771,11221.0,387.0,3000000.0,3016220032.0,Stuyvesant Heights,42500176
X297,X,X04,14.0,Garden of Eden - Bronx,1686 Weeks Avenue,0.21,DPR,,Active,40.844045,-73.907616,10457.0,22902.0,2007362.0,2027920030.0,Mount Hope,42500177
X293,X,X06,15.0,Garden of Happiness,2156-2160 Prospect Avenue,0.33,DPR,Crotona,Active,40.848425,-73.885543,10457.0,371.0,2118275.0,2031100048.0,East Tremont,42500178
,B,B03,36.0,Garden of Hope,392 Hancock Street,0.046,NYRP,,Throop & Marcus Garvey Blvd,40.683685,-73.93996700000001,11216.0,275.0,3414301.0,3018410014.0,Stuyvesant Heights,42500179
X298,X,X04,14.0,Garden of Life,1685 Weeks Avenue,0.18,DPR,,Active,40.844009,-73.907641,10457.0,22902.0,2109796.0,2027930028.0,Mount Hope,42500180
M341,M,M10,9.0,Garden of Love,302 West 116th Street,0.087,DPR,Upper West Side,Active,40.804522,-73.955636,10026.0,20102.0,1000000.0,1018480055.0,Central Harlem South,42500181
B399,B,B06,38.0,Garden of Union (Annie's Garden),"634-36, 640 Union Street",0.203,DPR,Park Slope,Active,,,,,,,,42500182
,X,X06,15.0,Garden Of Youth,E 182nd Street,,PRI,Crotona,At Prospect Avenue,,,,,,,,42500183
M071A,M,M09,,Garden People,West 91st and Riverside Drive,,DPR,,Active,,,,,,,,42500184
M329,M,M03,2.0,Generation X Cultural Garden,270-272 East 4th Street,0.11,DPR,East Village,Active,40.722906,-73.981662,10009.0,2601.0,1000000.0,1003860021.0,Lower East Side,42500185
,B,B05,42.0,Genesis Homes Garden,298-304 Snediker Avenue,0.054000000000000006,DPR,East New York,,40.667834,-73.900611,11207.0,1134.0,,,East New York (Pennsylvania Ave),42500186
Q488,Q,Q12,28.0,George Eagle Carr Community Garden,148th Street,0.121,DPR,Jamaica,Active,,,,,,,,42500187
Q489,Q,Q12,27.0,George Washington Carver Botanical Garden,109-13 156th Street,0.057,DPR,,Active,40.692461,-73.794877,11433.0,260.0,,,South Jamaica,42500188
,M,M12,10.0,George Washington High School,549 Audubon Avenue,,DOE,Washington Heights,W. 190th St & Ft. George-Amstersam Avenue,40.855954,-73.927051,10040.0,277.0,1076751.0,1021600018.0,Washington Heights North,42500189
,Q,Q13,0.0,P.S. 251Q,144-51 144th Road,0.138,DOE,Springfield Gardens,Arthur Street,,,,,,,,42500190
,B,B02,0.0,George Westinghouse HS - Marvin's Garden,"105 Johnson Street (Tech), Brooklyn, NY 11201",,DOE,Downtown Brooklyn,Jay & Johnson Street,40.694926,-73.98601500000001,11201.0,13.0,3348041.0,3001310001.0,DUMBO-Vinegar Hill-Downtown Brooklyn-Boerum Hill,42500191
B415,B,B05,42.0,Georgia Avenue Community Garden,328 New Lots Avenue,0.036000000000000004,DPR,East New York,Active,40.661178,-73.89455799999999,11207.0,1128.0,3000000.0,3042970001.0,East New York (Pennsylvania Ave),42500192
B436,B,B16,42.0,Gethsemane Garden,144 Newport Street,0.046,DPR,Brownsville,Active,40.659215,-73.909847,11212.0,916.0,3082592.0,3036130028.0,Brownsville,42500193
B468,B,B05,37.0,Glenmore Hendrix Block Assoc.,555 Glenmore Avenue,0.032,DPR,East New York,Active,40.674105,-73.88988,11207.0,1152.0,3000000.0,3039780035.0,East New York,42500194
,X,X09,,Glover Street Community Garden,"1642 Glover Street, Bronx NY 10462",,NYRP,,Intersection of Castle Hill & Glover Street,,,,,,,,42500195
B469,B,B05,42.0,Good Shepherd's Community Group,555-557 Shepherd Avenue,0.114,DPR,East New York,Active,40.670738,-73.879951,11208.0,1164.0,3089843.0,3040530010.0,East New York,42500196
B428,B,B04,,Goodwin Gardens,46 - 62 Goodwin St.,0.348,DPR,,,,,,,,,,42500197
B470,B,B04,37.0,Granite Street Block Association,28-32 Granite Street,0.172,DPR,Bushwick,Active,40.682511,-73.907811,11207.0,405.0,3000000.0,3034610018.0,Bushwick South,42500198
,X,X04,16.0,Grant Avenue Garden,1062 Grant Avenue,0.057999999999999996,TPL,,E. 165th & E. 166th Streets,40.830303,-73.916893,10456.0,18101.0,2000000.0,2024480011.0,East Concourse-Concourse Village,42500199
B058A,B,B01,33.0,Green Dome,229 North 12th Street,,DPR,Greenpoint,Active,40.719516,-73.952969,11211.0,515.0,,,North Side-South Side,42500200
B471,B,B05,37.0,Green Gems,947-953 Glenmore Avenue,0.494,DPR,East New York,Active,40.676272,-73.875077,11208.0,1196.0,3000000.0,3041910047.0,East New York,42500201
,B,B06,38.0,Green Space @ President Street,222 5th Avenue,0.045,TPL,Park Slope,At President Street,40.676008,-73.980745,11215.0,133.0,3000000.0,3009550049.0,Park Slope-Gowanus,42500202
B472,B,B03,36.0,Greene Avenue United Neighbors Association,490 Greene Avenue,0.046,DPR,,Active,40.688328999999996,-73.951722,11216.0,243.0,3000000.0,3017970057.0,Bedford,42500203
Q045A,Q,Q02,26.0,"LIC Comm. Gardens, Inc.",S/S 49th Avenue./W/O Vernon Boulevard.,0.172,DPR,Long Island City,Active,,,,,,,,42500204
,B,B02,35.0,Greene Garden,2 South Portland Avenue,0.084,TPL,,At DeKalb Avenue,40.689322,-73.975044,11217.0,33.0,3000000.0,3020990043.0,Fort Greene,42500205
B484,B,B05,37.0,Gregory's Garden (P.S. 158 Memorial Garden),"444,448 Warwick Avenue",0.057,DPR,East New York,Active,,,,,,,,42500206
,B,B03,,Halsey Ralph and Howard Garden,774 Halsey St.,,HPD,,,40.684917999999996,-73.922702,11233.0,377.0,3039988.0,3014930001.0,Stuyvesant Heights,42500207
B473,B,B03,36.0,Hancock T & T Block Association,322-324 Hancock Street,0.081,DPR,,Active,40.683344,-73.942924,11216.0,267.0,3000000.0,3018400016.0,Bedford,42500208
B527,B,B05,,Hands & Heart (New Lots Urban Farm),New Lots Avenue,,DPR,East New York,Active,,,,,,,,42500209
X118A,X,X09,18.0,Harding Park Beautification Project,155 Harding Park,1.16,DPR,,Active,40.807736,-73.857874,10473.0,2.0,,,Soundview-Castle Hill-Clason Point-Harding Park,42500210
M363,M,M11,9.0,Harlem Rose Garden,4-8 E 129th Street,0.136,DPR,,Active,40.808821,-73.9401,10035.0,206.0,1000000.0,1017530168.0,Central Harlem North-Polo Grounds,42500211
M297,M,M10,9.0,Harlem Success Garden - P.S. 175/I.S. 275,116 - 122 West 134th Street,0.25,DPR,Harlem,Active,40.813777,-73.942176,10030.0,226.0,1000000.0,1019180046.0,Central Harlem North-Polo Grounds,42500212
,M,M10,21.0,Harlem Village Green,52 W 129th Street,0.046,PRI,Harlem,,40.809753,-73.94230999999999,10027.0,208.0,1000000.0,1017260064.0,Central Harlem North-Polo Grounds,42500213
,B,B03,36.0,Hart Street Community Garden,169-171 Hart Street,0.092,TPL,Bed-Stuy,Tompkins & Throop,40.693661999999996,-73.94457,11206.0,261.0,3000000.0,3017680066.0,Bedford,42500214
B474,B,B03,36.0,Hart to Hart,104-108 Hart Street,0.332,DPR,Bed-Stuy,Active,40.693312,-73.947474,11206.0,261.0,3000000.0,3017710020.0,Bedford,42500215
B400,B,B03,36.0,Hattie Carthan Community Garden,654 Lafayette Avenue/363-365 Clifton Place,0.11699999999999999,DPR,Bed-Stuy,Active,,,,,,,,42500216
,B,B01,34.0,Heckscher Foundation For Children's Garden,134-136 Scholes Street,0.057,NYRP,Williamsburg,,40.708692,-73.944327,11206.0,505.0,3000000.0,3030430013.0,East Williamsburg,42500217
,B,B05,42.0,Hendrix Street Community Garden (Block Association of Hendrix Street),532 Hendrix Street,0.023,NYRP,East New York,Blake & Dumont Avenues,40.668485,-73.88831400000001,11207.0,1160.0,3090008.0,3040580121.0,East New York,42500218
,M,M11,8.0,Herb Garden (111th St. Betterment Association),176 E 111th Street,0.08,NYRP,East Harlem,3rd & Lexington Avenues,40.795069,-73.943106,10029.0,172.0,1000000.0,1016380142.0,East Harlem South,42500219
B475,B,B05,37.0,Herbal Garden of East New York,582 - 590 Glenmore Avenue,0.23,DPR,East New York,Active,40.674263,-73.888701,11207.0,1150.0,3000000.0,3039960011.0,East New York,42500220
,M,M04,0.0,High School For Environmental Studies,444 W 56th Street NY NY 10019,,DOE,Midtown,9th & 10th Avenues,40.767790999999995,-73.987531,10019.0,139.0,1026841.0,1010650001.0,Clinton,42500221
B047A,B,B05,37.0,Highland Park Children's Garden,Jamaica Avenue,0.41,DPR,Highland Park,Active,,,,,,,,42500222
,B,B02,35.0,Hollenback Community Garden,460 Washington Avenue,0.158,TPL,Clinton Hill,Gates & Greene Avenue,40.685321,-73.965249,11238.0,199.0,3000000.0,3019620069.0,Clinton Hill,42500223
,M,M11,8.0,Home Depot Community Garden  (St. Mark's Monastery 1),415-421 East 117th Street,0.163,NYRP,East Harlem,1st Avenue & E 117th St,40.79645,-73.934347,10035.0,178.0,1000000.0,1017110008.0,East Harlem North,42500224
M371,M,M03,1.0,Hope Garden,193 East 2nd Street,0.046,DPR,East Village,Active,40.722289,-73.984094,10009.0,3002.0,1000000.0,1003970028.0,East Village,42500225
,M,M09,7.0,Hope Steven Garden,1656 Amsterdam Avenue,0.062,TPL,Hamilton Heights,142nd St & Hamilton Pl & Amsterdam Avenue,40.823414,-73.94895,10031.0,229.0,1000000.0,1020740029.0,Hamilton Heights,42500226
X346,X,X06,15.0,Hornaday Community Garden (Volky Flower Garden),851 Hornaday Avenue,0.115,DPR,,Active,,,,,,,,42500227
B528,B,B16,41.0,Howard Garden,750 Howard Avenue,0.21899999999999997,DPR,Brownsville,Active,40.663636,-73.91895699999999,11212.0,892.0,3000000.0,3035500043.0,Brownsville,42500228
B413,B,B16,37.0,Hull Street Community Garden Inc.,196 Hull Street,0.32,DPR,Ocean Hill / Brownsville,Active,40.679912,-73.907566,11233.0,369.0,,,Ocean Hill,42500229
,B,B16,41.0,Hull Street Playground,145 Hull Street,0.057,NYRP,Bed-Stuy,Hopkinson & Rockaway Avenues,40.679465,-73.911615,11233.0,371.0,3000000.0,3015330049.0,Ocean Hill,42500230
M344,M,M11,8.0,Humacao Community Garden,335 E 108th Street,0.11,DPR,East Harlem,Active,40.791109000000006,-73.939592,10029.0,170.0,1089058.0,1016800021.0,East Harlem South,42500231
B408,B,B06,39.0,Human Compass Community  Garden Inc.,207-209 Columbia Street,0.073,DPR,Red Hook,Active,40.684958,-74.002726,11231.0,51.0,3000000.0,3003360010.0,Carroll Gardens-Columbia Street-Red Hook,42500232
,M,M12,10.0,I.S. 143 - Penny Harvest Garden,511 & 516 West 182nd Street,0.08,DOE,Washington Heights,Amsterdam Avenue & Audubon Avenue (Fort George),,,,,,,,42500233
,X,X06,15.0,I.S. 193X,1919 Prospect Avenue,0.677,DOE,,,40.843546,-73.88975500000001,10457.0,36901.0,2094582.0,2029510032.0,East Tremont,42500234
,M,M12,7.0,I.S. 218 - Swindler Cove Garden,Harlem River Drive/Dyckman Street,,DOE,Washington Heights,,,,,,1000000.0,1022552000.0,,42500235
,B,B11,0.0,I.S. 227 - Shallow's School Yard Santuaries,6500 16th Avenue & 65th Street,,DOE,,Same,,,,,,,,42500236
,B,B05,42.0,I.S. 311 - The Essence School,"800 Van Siclen Avenue, Brooklyn, NY 11207",,DOE,,Linden Blvd.,40.660109999999996,-73.885387,11207.0,1104.0,3097675.0,3043490050.0,East New York,42500237
,B,B12,39.0,I.S. 62 - The Greening of Ditmas,700 Cortelyou Road,,DOE,Kensington,East 7th & Ditmas,40.638686,-73.971651,11218.0,490.0,3126842.0,3053910001.0,Kensington-Ocean Parkway,42500238
,B,B01,33.0,I.S. 71,215 Heyward Street,,TPL/DOE,Williamsburg,Marcy Avenue & Harrision Street,40.703624,-73.95314599999999,11206.0,529.0,3061064.0,3022270001.0,Williamsburg,42500239
,M,M12,0.0,I.S. 90 Miracle Sisters Garden,"21 Jumel Place, NY NY 10032",,DOE,Washington Heights,Edgecome Avenue - 167th/169th St,40.839304999999996,-73.936159,10032.0,249.0,1076741.0,1021120058.0,Washington Heights South,42500240
,B,B11,44.0,I.S. 96,99 Avenue P,,DOE,,,40.60754,-73.984661,11204.0,430.0,3174076.0,3065950033.0,Bensonhurst East,42500241
,B,B08,41.0,Imani II Garden (Schenectady Avenue Community Garden),87-91 Schenectady Avenue,0.092,HPD,Crown Heights,,40.676312,-73.93318199999999,11213.0,309.0,3000000.0,3013420005.0,Crown Heights North,42500242
X314,X,X01,17.0,Isla Verde Garden,625 Wales Avenue,0.16,DPR,,Active,40.814909,-73.906522,10455.0,73.0,2127170.0,2026430050.0,Melrose South-Mott Haven North,42500243
,X,X03,16.0,J.H.S. 120,890 Cauldwell Avenue,,DOE,,,40.822474,-73.90719399999999,10456.0,185.0,2004496.0,2026310048.0,Morrisania-Melrose,42500244
,B,B02,35.0,J.H.S. 265,101 Park Avenue,2.7119999999999997,DOE,,N. Portland/Flushing,40.696324,-73.97578,11205.0,211.0,3057942.0,3020280001.0,Fort Greene,42500245
M364,M,M11,8.0,Jackie Robinson Community Garden,103 East 122nd Street,0.057999999999999996,DPR/HPD,,Active,40.803013,-73.940152,10035.0,196.0,1000000.0,1017710005.0,East Harlem North,42500246
X319,X,X03,16.0,Jackson Forest/Morrisania Concerned Citizens,722 & 736 Home Street,0.18,DPR,Morrisania,Active,,,,,,,,42500247
,X,X03,16.0,Jacqueline Denise Davis Garden,1022-1024 Boston Road (north of E 165th Street),0.223,TPL,,165th Street & Cauldwell Avenue,40.825996999999994,-73.906723,10456.0,185.0,2000000.0,2026220037.0,Morrisania-Melrose,42500248
,X,X03,0.0,Jane Adams Vocational H.S. - 4 Seasons Garden,900 Tinton Avenue,,DOE,,163rd & E. 161st Street,40.821675,-73.90354599999999,10456.0,133.0,2004807.0,2026680001.0,Morrisania-Melrose,42500249
,B,B03,36.0,Jane Bailey Memorial Garden,327-329 Greene Avenue,0.094,NYRP,,Franklin & Classon,40.687596,-73.958223,11238.0,233.0,3000000.0,3019530057.0,Bedford,42500250
X320,X,X03,15.0,Jardin de la Familia,1507 Washington Avenue,0.32,DPR,,Active,40.837907,-73.903201,10457.0,169.0,2000000.0,2029030037.0,Claremont-Bathgate,42500251
,X,X03,17.0,Jardin la Roca/Rock Garden,160 Elton Avenue,,DPR,Melrose,East 159 & East 160th,,,,,,,,42500252
B477,B,B05,24.0,Jerome Gardens,447 Jerome Street,0.036000000000000004,DPR,,Active,40.670460999999996,-73.886004,11207.0,1162.0,3089738.0,3040460120.0,East New York,42500253
B478,B,B05,37.0,Jerry and the Senior Gents of E.N.Y.,349 Schenck Avenue,0.057,DPR,East New York,Active,40.672292,-73.888329,11207.0,1150.0,3000000.0,3040120004.0,East New York,42500254
B511,B,B16,1.0,Jes Good Rewards Children's Garden,155 Amboy Street,0.213,DPR,Brownsville,Active,40.667016,-73.91396,11212.0,902.0,3406857.0,3035180001.0,Brownsville,42500255
,X,X08,10.0,JFK High School - Enchanted Garden,JFK High School 99 Terrace View Avenue,,DOE,Marble Hill,Tibbet Avenue/ 230th Street,,,,,,,,42500256
,X,X12,15.0,Jim Mackey Eastchester Road Community Garden,E/S Eastchester Road & N/O E 222nd Street,0.046,NYRP,,,,,,,,,,42500257
R146,R,R01,49.0,Joe Holzka Community Garden,1161 Castleton Avenue,0.429,DPR,,Active,40.634234,-74.12114,10310.0,13302.0,5112951.0,5001970135.0,West New Brighton-New Brighton-St. George,42500258
,Q,Q08,0.0,John Bowne High School,"63-25 Main Street  Flushing, NY 11367",2.296,DOE,,Reeves Avenue & Gravett Rd,40.738139000000004,-73.82494399999999,11367.0,809.0,4439900.0,4065070001.0,Kew Gardens Hills,42500259
,B,B06,38.0,John Jay High School,"237 7th Avenue.  Brooklyn, NY 11215",0.6890000000000001,DOE,Park Slope,corner of 7th & 5th Street,40.669629,-73.979287,11215.0,155.0,3025510.0,3010820001.0,Park Slope-Gowanus,42500260
,B,B03,34.0,John the Baptist Community Center Inc.,10 Stuyvesant Avenue,0.076,TPL,,,40.696355,-73.93473,11221.0,287.0,3000000.0,3015860041.0,Stuyvesant Heights,42500261
B509,B,B05,37.0,Jordan Magic Garden - DPR,Belmont Ave & Van Siclen Ave,0.115,DPR,East New York,Active,,,,,,,,42500262
,X,X03,0.0,Jose Gonzalez House Community Garden,1175 Hoe Avenue,,PRI,,Home & E.167th Street,40.827899,-73.890901,10459.0,125.0,2117582.0,2027450030.0,Morrisania-Melrose,42500263
M351,M,M10,9.0,Joseph Daniel Wilson Memorial Gardens,219 W. 122nd Street,0.06,DPR,,Active,40.807407,-73.950588,10027.0,222.0,1000000.0,1019280023.0,Central Harlem South,42500264
M345,M,M03,2.0,Kenkeleba House Garden,212 E. 3rd Street,0.31,DPR,East Village,Active,40.722502,-73.982582,10009.0,2202.0,1000000.0,1003850011.0,Lower East Side,42500265
B398,B,B03,36.0,Kosciusko St. Comm. Pk./Learning Center,385-389 Kosciusko Street,0.185,DPR,Bed-Stuy,Active,40.692034,-73.93916999999999,11221.0,281.0,3000000.0,3016010063.0,Stuyvesant Heights,42500266
X266A,X,X06,15.0,Krystal Community Garden,2085-2093 Vyse Avenue.,0.614,DPR,,Active,40.843482,-73.88086,10460.0,363.0,2118291.0,2031270070.0,East Tremont,42500267
,M,M11,8.0,La Casita,223 E. 119th Street,0.057,NYRP,East Harlem,2nd & 3rd Avenue,40.799606,-73.937894,10035.0,194.0,1000000.0,1017840011.0,East Harlem North,42500268
M383,M,M11,8.0,La Cuevita Community Garden,71 East 115th Street,0.057,DPR,East Harlem,Active,40.798797,-73.944151,10029.0,184.0,1000000.0,1016210030.0,East Harlem North,42500269
X145,X,X01,,La Finca Del Sur/ South Bronx Farmers,138th & Grand Concourse,0.255,DPR/MTA/DOT,,Active,,,,,,,,42500270
,B,B04,34.0,La Finea,1036 Flushing Avenue,,TPL,,Knickerbocker Avenue  & Vandervoort Pl.,40.704359000000004,-73.929634,11237.0,427.0,3251846.0,3031550020.0,Bushwick North,42500271
X327,X,X04,16.0,La Isla,96-98 W. 163rd Street,0.11,DPR,Highbridge,Active,40.832115,-73.929249,10452.0,189.0,2000000.0,2025110065.0,Highbridge,42500272
M373,M,M07,8.0,La Perla Garden,76 W. 105th Street,0.036000000000000004,DPR,Upper West Side,Active,40.798286,-73.96271899999999,10025.0,189.0,1000000.0,1018400061.0,Upper West Side,42500273
M325,M,M03,2.0,La Plaza Cultural-Armando Perez,632-650 E. 9th Street,0.64,DPR,East Village,Active,40.725815000000004,-73.979248,10009.0,2602.0,1000000.0,1003910023.0,Lower East Side,42500274
,M,M02,2.0,LaGuardia Corner Community Garden,511 LaGuardia Place,0.08,DOT,Greenwich Village,Bleecker & Houston Streets.,40.727809,-73.99915899999999,10012.0,5501.0,1008242.0,1005240009.0,West Village,42500275
X328,X,X04,16.0,Las Casitas Community Garden,1126 - 1140 Woodycrest Avenue,0.19,DPR,Highbridge,Active,40.835464,-73.925809,10452.0,199.0,2091252.0,2025090036.0,Highbridge,42500276
X337,X,X01,17.0,Latinos Unidos,427 East 157th Street,0.11599999999999999,DPR,,Active,40.821362,-73.91415400000001,10451.0,69.0,2000000.0,2023790030.0,Melrose South-Mott Haven North,42500277
,X,X05,0.0,Learning Tree,1885 University Avenue (behind Calvary Methodist Church),,PRI,,W. Burnside & W. Tremont,40.852536,-73.913333,10453.0,24501.0,2009056.0,2028790035.0,University Heights-Morris Heights,42500278
B479,B,B03,19.0,Lefferts Place Block Association,162 Lefferts Place,0.068,DPR,,Active,40.6806,-73.957474,11238.0,227.0,3000000.0,3020200019.0,Clinton Hill,42500279
M346,M,M11,8.0,"Life Spire (CRMD, Inc.)",2015 Lexington Avenue,0.02,DPR,Harlem,Active,40.802809,-73.938552,10035.0,196.0,1000000.0,1017710121.0,East Harlem North,42500280
